date,oil,inflation,employment,iip,gold,libor,cad,m1,pound,lagged_1_oil,lagged_2_oil,lagged_1_inflation,lagged_2_inflation,lagged_1_employment,lagged_2_employment,lagged_1_iip,lagged_2_iip,lagged_1_gold,lagged_2_gold,lagged_1_libor,lagged_2_libor,lagged_1_cad,lagged_2_cad,lagged_1_m1,lagged_2_m1,rolling_mean_oil,rolling_mean_inflation,rolling_mean_employment,rolling_mean_iip,rolling_mean_gold,rolling_mean_libor,rolling_mean_cad,rolling_mean_m1
1971-01-01,26.55,8.8,71.53,58.38125,282.47,8.25,180,1.01851,2.407,26.55,26.55,8.8,8.8,71.53,71.53,58.38125,58.38125,282.47,282.47,8.25,8.25,180,180,1.01851,1.01851,26.3416666666667,8.36166666666667,71.91,58.0981883333333,289.905,7.465,213.333333333333,1.064785
1971-02-01,26.48,8.59,71.63,57.95666,288.19,7.94,180,1.03702,2.41944444444444,26.55,26.55,8.8,8.8,71.53,71.53,58.38125,58.38125,282.47,282.47,8.25,8.25,180,180,1.01851,1.01851,26.3416666666667,8.36166666666667,71.91,58.0981883333333,289.905,7.465,213.333333333333,1.064785
1971-03-01,26.42,8.34,72.2,57.95666,288.42,7.5,216,1.05553,2.42,26.48,26.55,8.59,8.8,71.63,71.53,57.95666,58.38125,288.19,282.47,7.94,8.25,180,180,1.03702,1.01851,26.3416666666667,8.36166666666667,71.91,58.0981883333333,289.905,7.465,213.333333333333,1.064785
1971-04-01,26.35,8.21,72.1,58.16895,288.75,6.94,216,1.07404,2.41909090909091,26.42,26.48,8.34,8.59,72.2,71.63,57.95666,57.95666,288.42,288.19,7.5,7.94,216,180,1.05553,1.03702,26.3416666666667,8.36166666666667,71.91,58.0981883333333,289.905,7.465,213.333333333333,1.064785
1971-05-01,26.22,8.09,72,58.16895,298.43,7.13,216,1.09255,2.42,26.35,26.42,8.21,8.34,72.1,72.2,58.16895,57.95666,288.75,288.42,6.94,7.5,216,216,1.07404,1.05553,26.3416666666667,8.36166666666667,71.91,58.0981883333333,289.905,7.465,213.333333333333,1.064785
1971-06-01,26.03,8.14,72,57.95666,293.17,7.03,272,1.11106,2.42,26.22,26.35,8.09,8.21,72,72.1,58.16895,58.16895,298.43,288.75,7.13,6.94,216,216,1.09255,1.07404,26.3416666666667,8.36166666666667,71.91,58.0981883333333,289.905,7.465,213.333333333333,1.064785
1971-07-01,25.96,7.71,71.9,57.74436,298.65,6.56,272,1.12957,2.42,26.03,26.22,8.14,8.09,72,72,57.95666,58.16895,293.17,298.43,7.03,7.13,272,216,1.11106,1.09255,26.2433333333333,8.18,71.9716666666667,57.99204,292.601666666667,7.18333333333333,228.666666666667,1.083295
1971-08-01,25.9,7.69,71.8,57.63821,310.72,5.94,272,1.14808,2.43529411764706,25.96,26.03,7.71,8.14,71.9,72,57.74436,57.95666,298.65,293.17,6.56,7.03,272,272,1.12957,1.11106,26.1466666666667,8.03,72,57.938965,296.356666666667,6.85,244,1.101805
1971-09-01,25.9,7.47,71.7,57.95666,305.77,6.13,362,1.166589,2.46857142857143,25.9,25.96,7.69,7.71,71.8,71.9,57.63821,57.74436,310.72,298.65,5.94,6.56,272,272,1.14808,1.12957,26.06,7.885,71.9166666666667,57.938965,299.248333333333,6.62166666666667,268.333333333333,1.12031483333333
1971-10-01,25.83,7.24,71.6,58.16895,308.42,5.94,362,1.185099,2.48894736842105,25.9,25.9,7.47,7.69,71.7,71.8,57.95666,57.63821,305.77,310.72,6.13,5.94,362,272,1.166589,1.14808,25.9733333333333,7.72333333333333,71.8333333333333,57.938965,302.526666666667,6.455,292.666666666667,1.13882466666667
1971-11-01,25.83,7.05,71.5,57.85051,311.04,6.38,362,1.203609,2.49,25.83,25.9,7.24,7.47,71.6,71.7,58.16895,57.95666,308.42,305.77,5.94,6.13,362,362,1.185099,1.166589,25.9083333333333,7.55,71.75,57.8858916666667,304.628333333333,6.33,317,1.1573345
1971-12-01,25.71,7.09,71.5,57.00133,314.01,6.75,260,1.252309,2.52681818181818,25.83,25.83,7.05,7.24,71.5,71.6,57.85051,58.16895,311.04,308.42,6.38,5.94,362,362,1.203609,1.185099,25.855,7.375,71.6666666666667,57.72667,308.101666666667,6.28333333333333,315,1.180876
1972-01-01,25.71,7.03,71.5,56.046,330.41,6.2,260,1.270819,2.57,25.71,25.83,7.09,7.05,71.5,71.5,57.00133,57.85051,314.01,311.04,6.75,6.38,260,362,1.252309,1.203609,25.8133333333333,7.26166666666667,71.6,57.44361,313.395,6.22333333333333,313,1.2044175
1972-02-01,25.59,7.05,71.6,55.72755,346.84,6.47,260,1.289329,2.6055,25.71,25.71,7.03,7.09,71.5,71.5,56.046,57.00133,330.41,314.01,6.2,6.75,260,260,1.270819,1.252309,25.7616666666667,7.155,71.5666666666667,57.1251666666667,319.415,6.31166666666667,311,1.227959
1972-03-01,25.52,7.39,71.8,56.57674,346.48,6.58,135,1.307839,2.6195652173913,25.59,25.71,7.05,7.03,71.6,71.5,55.72755,56.046,346.84,330.41,6.47,6.2,260,260,1.289329,1.270819,25.6983333333333,7.14166666666667,71.5833333333333,56.89518,326.2,6.38666666666667,273.166666666667,1.25150066666667
1972-04-01,25.46,7.44,71.9,58.06281,350.66,6.81,135,1.326349,2.6105,25.52,25.59,7.39,7.05,71.8,71.6,56.57674,55.72755,346.48,346.84,6.58,6.47,135,260,1.307839,1.289329,25.6366666666667,7.175,71.6333333333333,56.87749,333.24,6.53166666666667,235.333333333333,1.27504233333333
1972-05-01,25.4,7.85,71.9,59.33658,389.71,7.25,135,1.344859,2.61045454545455,25.46,25.52,7.44,7.39,71.9,71.8,58.06281,56.57674,350.66,346.48,6.81,6.58,135,135,1.326349,1.307839,25.565,7.30833333333333,71.7,57.1251683333333,346.351666666667,6.67666666666667,197.5,1.298584
1972-06-01,25.34,8.95,71.9,59.65502,441.96,7.06,149,1.363369,2.56909090909091,25.4,25.46,7.85,7.44,71.9,71.9,59.33658,58.06281,389.71,350.66,7.25,6.81,135,135,1.344859,1.326349,25.5033333333333,7.61833333333333,71.7666666666667,57.56745,367.676666666667,6.72833333333333,179,1.317094
1972-07-01,25.22,8.9,71.9,59.44273,465.14,6.75,149,1.381879,2.4455,25.34,25.4,8.95,7.85,71.9,71.9,59.65502,59.33658,441.96,389.71,7.06,7.25,149,135,1.363369,1.344859,25.4216666666667,7.93,71.8333333333333,58.1335716666667,390.131666666667,6.82,160.5,1.335604
1972-08-01,25.16,9.05,71.9,59.33658,473.7,7.13,149,1.400389,2.45,25.22,25.34,8.9,8.95,71.9,71.9,59.44273,59.65502,465.14,441.96,6.75,7.06,149,149,1.381879,1.363369,25.35,8.26333333333333,71.8833333333333,58.7350766666667,411.275,6.93,142,1.354114
1972-09-01,25.1,9.29,72,59.86732,461.49,7.75,-152,1.418899,2.4415,25.16,25.22,9.05,8.9,71.9,71.9,59.33658,59.44273,473.7,465.14,7.13,6.75,149,149,1.400389,1.381879,25.28,8.58,71.9166666666667,59.2835066666667,430.443333333333,7.125,94.1666666666667,1.372624
1972-10-01,24.98,9.1,72,60.7165,455.12,7.13,-152,1.437409,2.3945,25.1,25.16,9.29,9.05,72,71.9,59.86732,59.33658,461.49,473.7,7.75,7.13,-152,149,1.418899,1.400389,25.2,8.85666666666667,71.9333333333333,59.7257883333333,447.853333333333,7.17833333333333,46.3333333333333,1.391134
1972-11-01,24.92,9.09,72.1,61.88412,440.37,8.19,-152,1.455919,2.3515,24.98,25.1,9.1,9.29,72,72,60.7165,59.86732,455.12,461.49,7.13,7.75,-152,-152,1.437409,1.418899,25.12,9.06333333333333,71.9666666666667,60.1503783333333,456.296666666667,7.335,-1.5,1.409644
1972-12-01,24.86,9.36,72.2,62.9456,446.35,7.13,-8,1.504618,2.345,24.92,24.98,9.09,9.1,72.1,72,61.88412,60.7165,440.37,455.12,8.19,7.13,-152,-152,1.455919,1.437409,25.04,9.13166666666667,72.0166666666667,60.6988083333333,457.028333333333,7.34666666666667,-27.6666666666667,1.4331855
1973-01-01,24.8,9.17,72.4,63.90093,453.83,6.81,-8,1.523128,2.35545454545455,24.86,24.92,9.36,9.09,72.2,72.1,62.9456,61.88412,446.35,440.37,7.13,8.19,-8,-152,1.504618,1.455919,24.97,9.17666666666667,72.1,61.4418416666667,455.143333333333,7.35666666666667,-53.8333333333333,1.456727
1973-02-01,24.63,9.33,72.6,64.43167,513.39,6.81,-8,1.541638,2.42666666666667,24.8,24.86,9.17,9.36,72.4,72.2,63.90093,62.9456,453.83,446.35,6.81,7.13,-8,-8,1.523128,1.504618,24.8816666666667,9.22333333333333,72.2166666666667,62.2910233333333,461.758333333333,7.30333333333333,-80,1.4802685
1973-03-01,24.4,9.78,72.8,64.53782,578.97,6.8,-230,1.560148,2.47181818181818,24.63,24.8,9.33,9.17,72.6,72.4,64.43167,63.90093,513.39,453.83,6.81,6.81,-8,-8,1.541638,1.523128,24.765,9.305,72.35,63.06944,481.338333333333,7.145,-93,1.50381
1973-04-01,24.24,9.66,72.9,64.43167,616.19,7.13,-230,1.578658,2.48285714285714,24.4,24.63,9.78,9.33,72.8,72.6,64.53782,64.43167,578.97,513.39,6.8,6.81,-230,-8,1.560148,1.541638,24.6416666666667,9.39833333333333,72.5,63.688635,508.183333333333,7.145,-106,1.5273515
1973-05-01,24.07,9.74,73,64.21938,693.41,7.63,-230,1.597168,2.53090909090909,24.24,24.4,9.66,9.78,72.9,72.8,64.43167,64.53782,616.19,578.97,7.13,6.8,-230,-230,1.578658,1.560148,24.5,9.50666666666667,72.65,64.077845,550.356666666667,7.05166666666667,-119,1.550893
1973-06-01,23.91,9.88,73,64.11323,807.14,7.81,-106,1.615678,2.5747619047619,24.07,24.24,9.74,9.66,73,72.9,64.21938,64.43167,693.41,616.19,7.63,7.13,-230,-230,1.597168,1.578658,24.3416666666667,9.59333333333333,72.7833333333333,64.27245,610.488333333333,7.165,-135.333333333333,1.569403
1973-07-01,23.85,10.43,72.9,64.32552,803.46,8.13,-106,1.634188,2.53714285714286,23.91,24.07,9.88,9.74,73,73,64.11323,64.21938,807.14,693.41,7.81,7.63,-106,-230,1.615678,1.597168,24.1833333333333,9.80333333333333,72.8666666666667,64.343215,668.76,7.385,-151.666666666667,1.587913
1973-08-01,28.36,11.22,72.9,64.75011,701.4,8.38,-106,1.652698,2.47739130434783,23.85,23.91,10.43,9.88,72.9,73,64.32552,64.11323,803.46,807.14,8.13,7.81,-106,-106,1.634188,1.615678,24.805,10.1183333333333,72.9166666666667,64.3962883333333,700.095,7.64666666666667,-168,1.606423
1973-09-01,28.3,11.48,72.9,65.38699,674.23,8.31,-348,1.671208,2.41736842105263,28.36,23.85,11.22,10.43,72.9,72.9,64.75011,64.32552,701.4,803.46,8.38,8.13,-106,-106,1.652698,1.634188,25.455,10.4016666666667,72.9333333333333,64.5378166666667,715.971666666667,7.89833333333333,-187.666666666667,1.624933
1973-10-01,28.05,11.29,72.9,65.81158,651.42,8.38,-348,1.689718,2.42857142857143,28.3,28.36,11.48,11.22,72.9,72.9,65.38699,64.75011,674.23,701.4,8.31,8.38,-348,-106,1.671208,1.652698,26.09,10.6733333333333,72.9333333333333,64.7678016666667,721.843333333333,8.10666666666667,-207.333333333333,1.643443
1973-11-01,27.87,12.08,73,65.38699,615.69,9.56,-348,1.708228,2.387,28.05,28.3,11.29,11.48,72.9,72.9,65.81158,65.38699,651.42,674.23,8.38,8.31,-348,-348,1.689718,1.671208,26.7233333333333,11.0633333333333,72.9333333333333,64.9624033333333,708.89,8.42833333333333,-227,1.661953
1973-12-01,27.69,12.64,73,63.79478,685.76,9.19,-426,1.756928,2.318,27.87,28.05,12.08,11.29,73,72.9,65.38699,65.81158,615.69,651.42,9.56,8.38,-348,-348,1.708228,1.689718,27.3533333333333,11.5233333333333,72.9333333333333,64.9093283333333,688.66,8.65833333333333,-280.333333333333,1.68549466666667
1974-01-01,64.39,13,73,61.99027,824.85,9.25,-426,1.775438,2.225,27.69,27.87,12.64,12.08,73,73,63.79478,65.38699,685.76,615.69,9.19,9.56,-426,-348,1.756928,1.708228,34.11,11.9516666666667,72.95,64.52012,692.225,8.845,-333.666666666667,1.70903633333333
1974-02-01,63.57,13.46,73,61.14109,950.87,10.06,-426,1.793948,2.275,64.39,27.69,13,12.64,73,73,61.99027,63.79478,824.85,685.76,9.25,9.19,-426,-426,1.775438,1.756928,39.9783333333333,12.325,72.9666666666667,63.9186166666667,733.803333333333,9.125,-387,1.732578
1974-03-01,62.77,13.51,72.9,62.20256,1046.71,10.06,-744,1.812458,2.34095238095238,63.57,64.39,13.46,13,73,73,61.14109,61.99027,950.87,824.85,10.06,9.25,-426,-426,1.793948,1.775438,45.7233333333333,12.6633333333333,72.9666666666667,63.3878783333333,795.883333333333,9.41666666666667,-453,1.75611966666667
1974-04-01,62.52,13.82,72.9,64.32552,1064.39,9.88,-744,1.830967,2.38772727272727,62.77,63.57,13.51,13.46,72.9,73,62.20256,61.14109,1046.71,950.87,10.06,10.06,-744,-426,1.812458,1.793948,51.4683333333333,13.085,72.9666666666667,63.1402016666667,864.711666666667,9.66666666666667,-519,1.77966116666667
1974-05-01,61.74,13.33,72.9,66.13003,995.14,9.69,-744,1.849477,2.41409090909091,62.52,62.77,13.82,13.51,72.9,72.9,64.32552,62.20256,1064.39,1046.71,9.88,10.06,-744,-744,1.830967,1.812458,57.1133333333333,13.2933333333333,72.95,63.2640416666667,927.953333333333,9.68833333333333,-585,1.80320266666667
1974-06-01,61.24,13.81,73,66.76691,931.51,9.44,-891,1.867987,2.391,61.74,62.52,13.33,13.82,72.9,72.9,66.13003,64.32552,995.14,1064.39,9.69,9.88,-744,-744,1.849477,1.830967,62.705,13.4883333333333,72.95,63.7593966666667,968.911666666667,9.73,-662.5,1.8217125
1974-07-01,60.74,14.17,73,66.34232,865.09,8.69,-891,1.886497,2.39,61.24,61.74,13.81,13.33,73,72.9,66.76691,66.13003,931.51,995.14,9.44,9.69,-891,-744,1.867987,1.849477,62.0966666666667,13.6833333333333,72.95,64.4847383333333,975.618333333333,9.63666666666667,-740,1.84022233333333
1974-08-01,60.01,14.52,73.1,65.28085,917.05,9,-891,1.905007,2.34454545454545,60.74,61.24,14.17,13.81,73,73,66.34232,66.76691,865.09,931.51,8.69,9.44,-891,-891,1.886497,1.867987,61.5033333333333,13.86,72.9666666666667,65.1746983333333,969.981666666667,9.46,-817.5,1.85873216666667
1974-09-01,59.31,14.17,73.1,64.00708,888.23,9.13,-832,1.923517,2.3165,60.01,60.74,14.52,14.17,73.1,73,65.28085,66.34232,917.05,865.09,9,8.69,-891,-891,1.905007,1.886497,60.9266666666667,13.97,73,65.4754516666667,943.568333333333,9.305,-832.166666666667,1.877242
1974-10-01,64.82,14.61,73.1,62.9456,923.36,8.75,-832,1.942027,2.33272727272727,59.31,60.01,14.17,14.52,73.1,73.1,64.00708,65.28085,888.23,917.05,9.13,9,-832,-891,1.923517,1.905007,61.31,14.1016666666667,73.0333333333333,65.245465,920.063333333333,9.11666666666667,-846.833333333333,1.895752
1974-11-01,64.32,15.76,73.1,62.30871,1051.75,8.81,-832,1.960537,2.32444444444444,64.82,59.31,14.61,14.17,73.1,73.1,62.9456,64.00708,923.36,888.23,8.75,9.13,-832,-832,1.942027,1.923517,61.74,14.5066666666667,73.0666666666667,64.6085783333333,929.498333333333,8.97,-861.5,1.914262
1974-12-01,63.82,16.32,73.1,62.30871,1050.69,8.5,-868,2.009237,2.32952380952381,64.32,64.82,15.76,14.61,73.1,73.1,62.30871,62.9456,1051.75,923.36,8.81,8.75,-832,-832,1.960537,1.942027,62.17,14.925,73.0833333333333,63.865545,949.361666666667,8.81333333333333,-857.666666666667,1.93780366666667
1975-01-01,63.58,15.07,73,62.41486,1005.63,8.31,-868,2.027747,2.36136363636364,63.82,64.32,16.32,15.76,73.1,73.1,62.30871,62.30871,1050.69,1051.75,8.5,8.81,-868,-832,2.009237,1.960537,62.6433333333333,15.075,73.0833333333333,63.2109683333333,972.785,8.75,-853.833333333333,1.96134533333333
1975-02-01,63.09,13.33,72.9,62.20256,1016.01,8.38,-868,2.046257,2.39611111111111,63.58,63.82,15.07,16.32,73,73.1,62.41486,62.30871,1005.63,1050.69,8.31,8.5,-868,-868,2.027747,2.009237,63.1566666666667,14.8766666666667,73.05,62.69792,989.278333333333,8.64666666666667,-850,1.984887
1975-03-01,62.85,12.24,72.9,61.24723,1002.72,8.38,-457,2.064767,2.41857142857143,63.09,63.58,13.33,15.07,72.9,73,62.20256,62.41486,1016.01,1005.63,8.38,8.31,-868,-868,2.046257,2.027747,63.7466666666667,14.555,73.0166666666667,62.237945,1008.36,8.52166666666667,-787.5,2.00842866666667
1975-04-01,62.62,12.42,72.8,59.97346,951.51,8.5,-457,2.083277,2.37136363636364,62.85,63.09,12.24,13.33,72.9,72.9,61.24723,62.20256,1002.72,1016.01,8.38,8.38,-457,-868,2.064767,2.046257,63.38,14.19,72.9666666666667,61.7425883333333,1013.05166666667,8.48,-725,2.03197033333333
1975-05-01,62.26,13.11,72.7,58.80584,933.2,8.31,-457,2.101787,2.32142857142857,62.62,62.85,12.42,12.24,72.8,72.9,59.97346,61.24723,951.51,1002.72,8.5,8.38,-457,-457,2.083277,2.064767,63.0366666666667,13.7483333333333,72.9,61.1587766666667,993.293333333333,8.39666666666667,-662.5,2.055512
1975-06-01,61.79,12.99,72.7,58.06281,910.06,8.31,-339,2.120297,2.28047619047619,62.26,62.62,13.11,12.42,72.7,72.8,58.80584,59.97346,933.2,951.51,8.31,8.5,-457,-457,2.101787,2.083277,62.6983333333333,13.1933333333333,72.8333333333333,60.4511266666667,969.855,8.365,-574.333333333333,2.074022
1975-07-01,61.11,12.75,72.7,57.85051,904.47,8,-339,2.138806,2.18545454545455,61.79,62.26,12.99,13.11,72.7,72.7,58.06281,58.80584,910.06,933.2,8.31,8.31,-339,-457,2.120297,2.101787,62.2866666666667,12.8066666666667,72.7833333333333,59.6904016666667,952.995,8.31333333333333,-486.166666666667,2.09253183333333
1975-08-01,61,12.77,72.6,57.95666,889.32,8.06,-339,2.157316,2.1147619047619,61.11,61.79,12.75,12.99,72.7,72.7,57.85051,58.06281,904.47,910.06,8,8.31,-339,-339,2.138806,2.120297,61.9383333333333,12.7133333333333,72.7333333333333,58.9827516666667,931.88,8.26,-398,2.11104166666667
1975-09-01,60.67,12.76,72.6,58.16895,781.86,8.27,-711,2.175826,2.08333333333333,61,61.11,12.77,12.75,72.6,72.7,57.95666,57.85051,889.32,904.47,8.06,8,-339,-339,2.157316,2.138806,61.575,12.8,72.6833333333333,58.469705,895.07,8.24166666666667,-440.333333333333,2.1295515
1975-10-01,60.33,13.51,72.5,58.4874,771.71,7.94,-711,2.194336,2.05772727272727,60.67,61,12.76,12.77,72.6,72.6,58.16895,57.95666,781.86,889.32,8.27,8.06,-711,-339,2.175826,2.157316,61.1933333333333,12.9816666666667,72.6333333333333,58.2220283333333,865.103333333333,8.14833333333334,-482.666666666667,2.14806133333333
1975-11-01,59.9,13.66,72.4,58.69969,763.62,8.63,-711,2.212846,2.04882352941176,60.33,60.67,13.51,12.76,72.5,72.6,58.4874,58.16895,771.71,781.86,7.94,8.27,-711,-711,2.194336,2.175826,60.8,13.0733333333333,72.5833333333333,58.2043366666667,836.84,8.20166666666667,-525,2.16657116666667
1975-12-01,59.68,13.57,72.3,58.91199,745.03,7.63,-195,2.261546,2.02045454545455,59.9,60.33,13.66,13.51,72.4,72.5,58.69969,58.4874,763.62,771.71,8.63,7.94,-711,-711,2.212846,2.194336,60.4483333333333,13.17,72.5166666666667,58.3458666666667,809.335,8.08833333333333,-501,2.19011266666667
1976-01-01,59.57,12.64,72.3,59.12428,700.61,6.94,-195,2.280056,2.02809523809524,59.68,59.9,13.57,13.66,72.3,72.4,58.91199,58.69969,745.03,763.62,7.63,8.63,-195,-711,2.261546,2.212846,60.1916666666667,13.1516666666667,72.45,58.5581616666667,775.358333333334,7.91166666666667,-477,2.21365433333333
1976-02-01,63.99,12.13,72.2,59.44273,697.53,7,-195,2.298566,2.02722222222222,59.57,59.68,12.64,13.57,72.3,72.3,59.12428,58.91199,700.61,745.03,6.94,7.63,-195,-195,2.280056,2.261546,60.69,13.045,72.3833333333333,58.80584,743.393333333333,7.735,-453,2.237196
1976-03-01,64.25,12.55,72.1,59.86732,703.63,6.31,146,2.317076,1.94217391304348,63.99,59.57,12.13,12.64,72.2,72.3,59.44273,59.12428,697.53,700.61,7,6.94,-195,-195,2.298566,2.280056,61.2866666666667,13.01,72.3,59.0889016666667,730.355,7.40833333333333,-310.166666666667,2.26073766666667
1976-04-01,64.39,12.47,72,60.18576,676.82,6.06,146,2.335586,1.84590909090909,64.25,63.99,12.55,12.13,72.1,72.2,59.86732,59.44273,703.63,697.53,6.31,7,146,-195,2.317076,2.298566,61.9633333333333,12.8366666666667,72.2166666666667,59.3719616666667,714.54,7.095,-167.333333333333,2.28427933333333
1976-05-01,63.93,12.37,72,60.39805,666.55,5.94,146,2.354096,1.808,64.39,64.25,12.47,12.55,72,72.1,60.18576,59.86732,676.82,703.63,6.06,6.31,146,146,2.335586,2.317076,62.635,12.6216666666667,72.15,59.6550216666667,698.361666666667,6.64666666666667,-24.5,2.307821
1976-06-01,63.59,13.45,72,60.2919,656.36,6.06,-320,2.372606,1.76409090909091,63.93,64.39,12.37,12.47,72,72,60.39805,60.18576,666.55,676.82,5.94,6.06,146,146,2.354096,2.335586,63.2866666666667,12.6016666666667,72.1,59.8850066666667,683.583333333333,6.385,-45.3333333333333,2.326331
1976-07-01,63.26,13.56,71.9,60.18576,610.82,5.94,-320,2.391116,1.78476190476191,63.59,63.93,13.45,12.37,72,72,60.2919,60.39805,656.36,666.55,6.06,5.94,-320,146,2.372606,2.354096,63.9016666666667,12.755,72.0333333333333,60.06192,668.618333333333,6.21833333333333,-66.1666666666667,2.344841
1976-08-01,62.93,13.67,71.9,60.18576,567.67,5.69,-320,2.409626,1.78318181818182,63.26,63.59,13.56,13.45,71.9,72,60.18576,60.2919,610.82,656.36,5.94,6.06,-320,-320,2.391116,2.372606,63.725,13.0116666666667,71.9833333333333,60.1857583333333,646.975,6,-87,2.363351
1976-09-01,71.63,14.18,71.9,60.61035,589.4,5.44,-462,2.428136,1.72761904761905,62.93,63.26,13.67,13.56,71.9,71.9,60.18576,60.18576,567.67,610.82,5.69,5.94,-320,-320,2.409626,2.391116,64.955,13.2833333333333,71.95,60.3095966666667,627.936666666667,5.855,-188.333333333333,2.381861
1976-10-01,71.25,15.67,71.8,61.24723,595.44,5.13,-462,2.446646,1.6375,71.63,62.93,14.18,13.67,71.9,71.9,60.61035,60.18576,589.4,567.67,5.44,5.69,-462,-320,2.428136,2.409626,66.0983333333333,13.8166666666667,71.9166666666667,60.4865083333333,614.373333333333,5.7,-289.666666666667,2.400371
1976-11-01,71.13,15.46,71.8,61.99027,668.48,5.19,-462,2.465155,1.63947368421053,71.25,71.63,15.67,14.18,71.8,71.9,61.24723,60.61035,595.44,589.4,5.13,5.44,-462,-462,2.446646,2.428136,67.2983333333333,14.3316666666667,71.8833333333333,60.7518783333333,614.695,5.575,-391,2.41888083333333
1976-12-01,70.89,15.17,71.8,62.62716,683.15,4.31,-324,2.513855,1.67826086956522,71.13,71.25,15.46,15.67,71.8,71.8,61.99027,61.24723,668.48,595.44,5.19,5.13,-462,-462,2.465155,2.446646,68.515,14.6183333333333,71.85,61.1410883333333,619.16,5.28333333333333,-391.666666666667,2.44242233333333
1977-01-01,70.53,14.07,71.8,62.9456,670.78,4.19,-324,2.532365,1.71380952380952,70.89,71.13,15.17,15.46,71.8,71.8,62.62716,61.99027,683.15,668.48,4.31,5.19,-324,-462,2.513855,2.465155,69.7266666666667,14.7033333333333,71.8333333333333,61.6010616666667,629.153333333333,4.99166666666667,-392.333333333333,2.46596383333333
1977-02-01,69.81,13.34,71.8,62.9456,685.6,4.25,-324,2.550875,1.71105263157895,70.53,70.89,14.07,15.17,71.8,71.8,62.9456,62.62716,670.78,683.15,4.19,4.31,-324,-324,2.532365,2.513855,70.8733333333333,14.6483333333333,71.8166666666667,62.061035,648.808333333333,4.75166666666667,-393,2.48950533333333
1977-03-01,69.33,12.44,71.8,62.52101,740.12,4.25,-367,2.569385,1.71826086956522,69.81,70.53,13.34,14.07,71.8,71.8,62.9456,62.9456,685.6,670.78,4.25,4.19,-324,-324,2.550875,2.532365,70.49,14.3583333333333,71.8,62.3794783333333,673.928333333333,4.55333333333333,-377.166666666667,2.51304683333333
1977-04-01,68.76,12.18,71.7,61.88412,737.94,3.94,-367,2.587895,1.72,69.33,69.81,12.44,13.34,71.8,71.8,62.52101,62.9456,740.12,685.6,4.25,4.25,-367,-324,2.569385,2.550875,70.075,13.7766666666667,71.7833333333333,62.4856266666667,697.678333333333,4.355,-361.333333333333,2.53658833333333
1977-05-01,68.42,11.86,71.7,61.35338,721.07,4,-367,2.606405,1.72,68.76,69.33,12.18,12.44,71.7,71.8,61.88412,62.52101,737.94,740.12,3.94,4.25,-367,-367,2.587895,2.569385,69.6233333333333,13.1766666666667,71.7666666666667,62.3794783333333,706.443333333333,4.15666666666667,-345.5,2.56013
1977-06-01,67.97,12.52,71.6,61.03494,688.27,3.94,-381,2.624915,1.72,68.42,68.76,11.86,12.18,71.7,71.7,61.35338,61.88412,721.07,737.94,4,3.94,-367,-367,2.606405,2.587895,69.1366666666667,12.735,71.7333333333333,62.1141083333333,707.296666666667,4.095,-355,2.57864
1977-07-01,67.64,12.87,71.6,61.03494,697.93,3.38,-381,2.643425,1.72315789473684,67.97,68.42,12.52,11.86,71.6,71.7,61.03494,61.35338,688.27,721.07,3.94,4,-381,-367,2.624915,2.606405,68.655,12.535,71.7,61.795665,711.821666666667,3.96,-364.5,2.59715
1977-08-01,72.02,12.29,71.6,61.14109,703.15,3.48,-381,2.661935,1.74,67.64,67.97,12.87,12.52,71.6,71.6,61.03494,61.03494,697.93,688.27,3.38,3.94,-381,-381,2.643425,2.624915,69.0233333333333,12.36,71.6666666666667,61.4949133333333,714.746666666667,3.83166666666667,-374,2.61566
1977-09-01,71.78,11.03,71.6,61.24723,723.89,3.19,244,2.680445,1.74047619047619,72.02,67.64,12.29,12.87,71.6,71.6,61.14109,61.03494,703.15,697.93,3.48,3.38,-381,-381,2.661935,2.643425,69.4316666666667,12.125,71.6333333333333,61.2826166666667,712.041666666667,3.655,-272.166666666667,2.63417
1977-10-01,71.55,10.31,71.6,61.35338,766.21,3.25,244,2.698955,1.7715,71.78,72.02,11.03,12.29,71.6,71.6,61.24723,61.14109,723.89,703.15,3.19,3.48,244,-381,2.680445,2.661935,69.8966666666667,11.8133333333333,71.6166666666667,61.19416,716.753333333333,3.54,-170.333333333333,2.65268
1977-11-01,71.21,10.72,71.5,61.24723,777.03,4.25,244,2.717465,1.81842105263158,71.55,71.78,10.31,11.03,71.6,71.6,61.35338,61.24723,766.21,723.89,3.25,3.19,244,244,2.698955,2.680445,70.3616666666667,11.6233333333333,71.5833333333333,61.1764683333333,726.08,3.58166666666667,-68.5,2.67119
1977-12-01,70.98,10.7,71.5,61.14109,766.38,3.31,286,2.766165,1.8547619047619,71.21,71.55,10.72,10.31,71.5,71.6,61.24723,61.35338,777.03,766.21,4.25,3.25,244,244,2.717465,2.698955,70.8633333333333,11.32,71.5666666666667,61.19416,739.098333333333,3.47666666666667,42.6666666666667,2.69473166666667
1978-01-01,70.52,10.61,71.5,61.03494,823.24,3.13,286,2.784675,1.93571428571429,70.98,71.21,10.7,10.72,71.5,71.5,61.14109,61.24723,766.38,777.03,3.31,4.25,286,244,2.766165,2.717465,71.3433333333333,10.9433333333333,71.55,61.19416,759.983333333333,3.435,153.833333333333,2.71827333333333
